COST_CENTER,COST_CENTER_DEPARTMENT,COST_CENTER_NT2,PROVINCE,PROVINCE (THAI),ZIPCODE,กลุ่มงาน,ส่วน,ฝ่าย,สายงาน,อักษรย่อส่วน,อักษรย่อฝ่าย,COST_CENTER_NT1.5,ส่วน 1.5,สายงาน 1.5,กลุ่มงาน 1.5,ฝ่าย 1.5,อักษรย่อฝ่าย 1.5,หมายเหตุ
1J00310,1J00300,FI000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มตลาดผลิตภัณฑ์,ส่วนบริหารคุณภาพบริการ Contact Center,ฝ่ายบริหารคุณภาพ,สายงานการตลาดและผลิตภัณฑ์,บคต.,คต.,1J00310,ส่วนบริหารคุณภาพบริการ Contact Center,สายงานการตลาดและผลิตภัณฑ์,กลุ่มตลาดผลิตภัณฑ์,ฝ่ายบริหารคุณภาพ,คต.,
1P00000,1P00000,D0010,Bangkok,กรุงเทพมหานคร,10210,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,รจญ.ฐ.,ฐ.,1P00000,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,ฐ.,
2P00001,1P00000,D0010,Bangkok,กรุงเทพมหานคร,10210,สายงานโครงสร้างพื้นฐาน,ส่วนสนับสนุนและบริการสายงาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สบฐ.,ฐ.,2P00001,ส่วนสนับสนุนและบริการสายงาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,ฐ.,
2P00002,1P00000,D0010,Bangkok,กรุงเทพมหานคร,10210,สายงานโครงสร้างพื้นฐาน,ส่วนพัสดุ,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,พสฐ.,ฐ.,2P00002,ส่วนพัสดุ,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,ฐ.,
2P00003,1P00000,D0010,Bangkok,กรุงเทพมหานคร,10210,สายงานโครงสร้างพื้นฐาน,ส่วนกลยุทธ์และบริหารธุรกิจโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,กธฐ.,ฐ.,2P00003,ส่วนกลยุทธ์และบริหารธุรกิจโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,ฐ.,
2P10000,2P10000,D0012,Bangkok,กรุงเทพมหานคร,10210,กลุ่มโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,ชจญ.ฐ.,ฐ.,2P10000,กลุ่มโครงสร้างพื้นฐาน,สายงานโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,ฐ.,
2P10100,2P10100,CM000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มโครงสร้างพื้นฐาน,ฝ่ายธุรกิจท่อร้อยสาย,ฝ่ายธุรกิจท่อร้อยสาย,สายงานโครงสร้างพื้นฐาน,ทฐ.,ทฐ.,2P10100,ฝ่ายธุรกิจท่อร้อยสาย,สายงานโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,ฝ่ายธุรกิจท่อร้อยสาย,ทฐ.,
2P10101,2P10100,CM000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มโครงสร้างพื้นฐาน,ส่วนบริหารธุรกิจท่อร้อยสาย,ฝ่ายธุรกิจท่อร้อยสาย,สายงานโครงสร้างพื้นฐาน,บทฐ.,ทฐ.,2P10101,ส่วนบริหารธุรกิจท่อร้อยสาย,สายงานโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,ฝ่ายธุรกิจท่อร้อยสาย,ทฐ.,
2P10102,2P10100,CM000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มโครงสร้างพื้นฐาน,ส่วนวิศวกรรมท่อร้อยสาย,ฝ่ายธุรกิจท่อร้อยสาย,สายงานโครงสร้างพื้นฐาน,วทฐ.,ทฐ.,2P10102,ส่วนวิศวกรรมท่อร้อยสาย,สายงานโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,ฝ่ายธุรกิจท่อร้อยสาย,ทฐ.,
2P10103,2P10100,CM000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มโครงสร้างพื้นฐาน,ส่วนปฏิบัติการท่อร้อยสาย,ฝ่ายธุรกิจท่อร้อยสาย,สายงานโครงสร้างพื้นฐาน,ปทฐ.,ทฐ.,2P10103,ส่วนปฏิบัติการท่อร้อยสาย,สายงานโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,ฝ่ายธุรกิจท่อร้อยสาย,ทฐ.,
2P10200,2P10200,CB000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มโครงสร้างพื้นฐาน,ฝ่ายธุรกิจเสาโทรคมนาคม,ฝ่ายธุรกิจเสาโทรคมนาคม,สายงานโครงสร้างพื้นฐาน,สฐ.,สฐ.,2P10200,ฝ่ายธุรกิจเสาโทรคมนาคม,สายงานโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,ฝ่ายธุรกิจเสาโทรคมนาคม,สฐ.,
2P10201,2P10200,CB000,Bangkok,กรุงเทพมหานคร,10210,กลุ่มโครงสร้างพื้นฐาน,ส่วนบริหารธุรกิจเสาโทรคมนาคม,ฝ่ายธุรกิจเสาโทรคมนาคม,สายงานโครงสร้างพื้นฐาน,บสฐ.,สฐ.,2P10201,ส่วนบริหารธุรกิจเสาโทรคมนาคม,สายงานโครงสร้างพื้นฐาน,กลุ่มโครงสร้างพื้นฐาน,ฝ่ายธุรกิจเสาโทรคมนาคม,สฐ.,
